link,
https://engineering.utulsa.edu/nsf-career-kuttal/,
https://engineering.utulsa.edu/computer-science-kuttal-young-investigator/,
https://newsroom.unl.edu/announce/cse/1761/10125,
https://sandeepkuttal.github.io/kuttal/Files/article.jpg,
https://content.techgig.com/professor-sandeep-kuttal-the-university-of-tulsa-wins-nsf-career-award/articleshow/82550280.cms,
https://utulsa.edu/root-causes-digital-trade-offs-publications/,
https://www.afrl.af.mil/News/Article-Display/Article/2406086/afosr-awards-grants-to-36-scientists-and-engineers-through-its-young-investigat/,
https://sandeepkuttal.github.io/kuttal/Files/Letter.jpg
